index,unixTimestamp,TP9,AF7,AF8,TP10
0,1746312979246,0,-0.48828125,0,-0.48828125
1,1746312979249.9062,-0.48828125,0,0,-0.48828125
2,1746312979253.8125,-1.953125,0.48828125,-3.90625,5.859375
3,1746312979257.7188,5.37109375,-3.41796875,8.7890625,-14.16015625
4,1746312979261.625,-29.78515625,15.13671875,-42.96875,78.125
5,1746312979265.5312,-50.29296875,18.06640625,-87.890625,200.68359375
6,1746312979269.4375,-20.99609375,-9.27734375,-24.90234375,187.5
7,1746312979273.3438,-59.08203125,-13.671875,-12.6953125,182.12890625
8,1746312979277.25,-67.87109375,-35.64453125,-28.3203125,178.22265625
9,1746312979281.1562,-33.69140625,-57.12890625,-44.921875,159.1796875
10,1746312979285.0625,-25.390625,-52.24609375,-74.70703125,166.015625
11,1746312979288.9688,-27.83203125,-27.83203125,-52.734375,181.640625
0,1746312979292.875,-53.22265625,16.11328125,-33.69140625,159.66796875
1,1746312979296.7812,-72.265625,-26.3671875,-55.17578125,128.41796875
2,1746312979300.6875,-84.47265625,-43.45703125,-65.4296875,114.74609375
3,1746312979304.5938,-73.2421875,29.296875,-36.62109375,145.5078125
4,1746312979308.5,-46.38671875,-8.30078125,-30.2734375,147.94921875
5,1746312979312.4062,-6.8359375,-63.96484375,-17.08984375,149.90234375
6,1746312979316.3125,13.671875,-83.984375,-37.59765625,186.5234375
7,1746312979320.2188,-63.4765625,-25.390625,-67.87109375,182.12890625
8,1746312979324.125,-109.86328125,5.859375,-48.33984375,166.9921875
9,1746312979328.0312,-78.61328125,-34.1796875,-33.203125,139.16015625
10,1746312979331.9375,-54.19921875,-8.30078125,-18.5546875,121.58203125
11,1746312979335.8438,-58.59375,-12.20703125,-16.6015625,162.59765625
0,1746312979339.75,-58.59375,-15.13671875,-40.52734375,213.8671875
1,1746312979343.6562,-14.16015625,-79.1015625,-49.8046875,178.22265625
2,1746312979347.5625,-11.71875,-99.609375,-11.71875,128.41796875
3,1746312979351.4688,-72.75390625,-16.6015625,-11.71875,141.6015625
4,1746312979355.375,-96.19140625,4.8828125,-36.62109375,142.08984375
5,1746312979359.2812,-49.31640625,-33.69140625,-37.109375,113.76953125
6,1746312979363.1875,-46.38671875,-81.54296875,-37.109375,113.76953125
7,1746312979367.0938,-99.12109375,-31.73828125,-45.41015625,122.55859375
8,1746312979371,-70.80078125,-1.953125,-28.3203125,135.7421875
9,1746312979374.9062,-28.80859375,-74.21875,-21.484375,151.85546875
10,1746312979378.8125,-33.69140625,-71.2890625,-37.109375,108.3984375
11,1746312979382.7188,-79.58984375,-27.34375,-56.640625,94.7265625
0,1746312979386.625,-93.75,-37.59765625,-59.08203125,113.28125
1,1746312979390.5312,-72.265625,-35.15625,-37.109375,83.49609375
2,1746312979394.4375,-43.9453125,-13.18359375,-26.85546875,79.1015625
3,1746312979398.3438,-24.4140625,-37.109375,-12.20703125,77.1484375
4,1746312979402.25,-37.59765625,-36.1328125,-15.13671875,65.91796875
5,1746312979406.1562,-74.70703125,-29.296875,-35.64453125,61.5234375
6,1746312979410.0625,-130.37109375,-57.6171875,-27.34375,48.33984375
7,1746312979413.9688,-97.16796875,-81.54296875,-42.96875,71.2890625
8,1746312979417.875,-25.87890625,-56.640625,-59.08203125,66.89453125
9,1746312979421.7812,13.18359375,14.6484375,-58.10546875,47.36328125
10,1746312979425.6875,77.63671875,5.859375,-53.22265625,41.50390625
11,1746312979429.5938,101.5625,-11.23046875,0.9765625,27.83203125
0,1746312979433.5,81.54296875,12.6953125,1.953125,21.97265625
1,1746312979437.4062,50.29296875,-15.13671875,-15.625,23.4375
2,1746312979441.3125,28.80859375,-42.48046875,8.7890625,34.1796875
3,1746312979445.2188,20.01953125,-79.58984375,-0.48828125,56.15234375
4,1746312979449.125,-14.16015625,-68.84765625,-58.10546875,55.6640625
5,1746312979453.0312,-19.04296875,0,-65.91796875,23.4375
6,1746312979456.9375,-3.41796875,-8.30078125,-21.97265625,5.859375
7,1746312979460.8438,0.9765625,-12.20703125,4.8828125,4.39453125
8,1746312979464.75,-45.8984375,-49.31640625,-3.41796875,35.15625
9,1746312979468.6562,-97.65625,-49.8046875,-31.73828125,56.640625
10,1746312979472.5625,-90.8203125,6.34765625,-20.5078125,17.578125
11,1746312979476.4688,-66.89453125,-0.48828125,-8.7890625,-1.46484375
0,1746312979480.375,-33.203125,-7.8125,-34.66796875,-5.37109375
1,1746312979484.2812,-19.04296875,19.04296875,-61.5234375,-21.484375
2,1746312979488.1875,-83.49609375,23.4375,-41.9921875,-1.46484375
3,1746312979492.0938,-96.6796875,-37.59765625,-52.734375,-5.859375
4,1746312979496,-24.90234375,-131.34765625,-37.59765625,-5.859375
5,1746312979499.9062,-41.50390625,-105.46875,24.90234375,-10.7421875
6,1746312979503.8125,-83.0078125,7.8125,-15.625,-26.3671875
7,1746312979507.7188,-96.6796875,-17.08984375,-74.70703125,-12.20703125
8,1746312979511.625,-83.0078125,-21.484375,-47.36328125,-4.8828125
9,1746312979515.5312,-62.01171875,30.76171875,-10.25390625,-15.13671875
10,1746312979519.4375,-54.6875,8.7890625,-10.7421875,-27.34375
11,1746312979523.3438,-39.55078125,-70.80078125,18.06640625,-6.8359375
0,1746312979527.25,-23.4375,-144.04296875,-22.94921875,-1.46484375
1,1746312979531.1562,-45.8984375,-111.328125,-52.24609375,-12.20703125
2,1746312979535.0625,-82.03125,19.04296875,-6.8359375,-9.765625
3,1746312979538.9688,-70.3125,55.6640625,-16.11328125,-14.6484375
4,1746312979542.875,-31.73828125,-11.71875,-47.36328125,6.8359375
5,1746312979546.7812,-27.83203125,-24.4140625,-71.2890625,-4.39453125
6,1746312979550.6875,-54.6875,-12.20703125,-46.875,-45.8984375
7,1746312979554.5938,-60.546875,-31.73828125,-0.48828125,-43.9453125
8,1746312979558.5,-25.87890625,-69.82421875,0.9765625,-20.99609375
9,1746312979562.4062,-17.08984375,-111.328125,-30.76171875,-11.71875
10,1746312979566.3125,-62.98828125,-21.97265625,-34.66796875,19.04296875
11,1746312979570.2188,-58.10546875,45.8984375,-63.4765625,4.8828125
0,1746312979574.125,-66.89453125,1.953125,-90.33203125,-51.7578125
1,1746312979578.0312,-76.171875,-7.32421875,-27.34375,-10.7421875
2,1746312979581.9375,-28.3203125,-62.5,-0.9765625,18.5546875
3,1746312979585.8438,-48.828125,-82.51953125,-52.24609375,-15.13671875
4,1746312979589.75,-113.28125,5.37109375,-79.1015625,-33.203125
5,1746312979593.6562,-86.9140625,38.0859375,-37.59765625,-8.7890625
6,1746312979597.5625,-49.31640625,12.20703125,-25.87890625,-5.37109375
7,1746312979601.4688,-86.42578125,-10.7421875,-19.04296875,-36.1328125
8,1746312979605.375,-78.61328125,-38.0859375,4.39453125,-28.3203125
9,1746312979609.2812,-78.125,-30.2734375,-10.7421875,-17.08984375
10,1746312979613.1875,-130.859375,-50.29296875,-42.48046875,-27.34375
11,1746312979617.0938,-139.6484375,-57.6171875,-46.38671875,-16.11328125
0,1746312979621,-109.86328125,-56.640625,-42.48046875,16.11328125
1,1746312979624.9062,-83.49609375,-59.5703125,-59.08203125,48.33984375
2,1746312979628.8125,-78.125,-39.55078125,-52.734375,16.11328125
3,1746312979632.7188,-57.6171875,-33.203125,-27.83203125,-35.64453125
4,1746312979636.625,-84.9609375,-47.36328125,-35.64453125,-46.38671875
5,1746312979640.5312,-129.8828125,-45.8984375,-26.3671875,-50.78125
6,1746312979644.4375,-123.046875,-37.109375,-20.01953125,-42.48046875
7,1746312979648.3438,-89.84375,-21.484375,-41.9921875,-36.62109375
8,1746312979652.25,-28.3203125,-25.390625,-29.78515625,-2.44140625
9,1746312979656.1562,-5.859375,-27.34375,-51.26953125,9.27734375
10,1746312979660.0625,-95.703125,-34.1796875,-69.82421875,-0.48828125
11,1746312979663.9688,-139.6484375,-40.52734375,-13.671875,-6.8359375
0,1746312979667.875,-114.74609375,-3.90625,-31.25,-19.04296875
1,1746312979671.7812,-123.046875,-33.69140625,-58.59375,-5.859375
2,1746312979675.6875,-117.67578125,-56.15234375,-29.78515625,-23.92578125
3,1746312979679.5938,-100.09765625,-38.57421875,-12.6953125,-35.64453125
4,1746312979683.5,-91.30859375,-63.4765625,-40.0390625,-0.48828125
5,1746312979687.4062,-54.6875,-35.64453125,-67.87109375,26.3671875
6,1746312979691.3125,-61.5234375,-36.1328125,-63.4765625,17.578125
7,1746312979695.2188,-98.6328125,-38.57421875,-49.8046875,5.37109375
8,1746312979699.125,-105.95703125,4.8828125,-52.24609375,-9.27734375
9,1746312979703.0312,-101.5625,-45.41015625,-50.78125,-5.859375
10,1746312979706.9375,-94.7265625,-63.96484375,-49.8046875,11.23046875
11,1746312979710.8438,-97.16796875,-63.4765625,-60.546875,-18.5546875
0,1746312979714.75,-116.2109375,-97.65625,-58.10546875,-51.7578125
1,1746312979718.6562,-117.1875,-34.66796875,-56.640625,-48.828125
