index,unixTimestamp,TP9,AF7,AF8,TP10
0,1746313021152.25,0,0,0,0
1,1746313021156.1562,0,-0.48828125,-0.48828125,0
2,1746313021160.0625,-1.46484375,-0.9765625,-0.48828125,-2.44140625
3,1746313021163.9688,2.9296875,1.953125,0,4.8828125
4,1746313021167.875,-14.16015625,-13.671875,-4.8828125,-21.97265625
5,1746313021171.7812,-32.71484375,-36.1328125,-20.99609375,-55.6640625
6,1746313021175.6875,-22.94921875,-31.73828125,-34.66796875,-47.36328125
7,1746313021179.5938,-22.94921875,-27.83203125,-19.53125,-51.26953125
8,1746313021183.5,-10.25390625,-42.96875,-8.30078125,-51.7578125
9,1746313021187.4062,4.39453125,-39.0625,-23.92578125,-47.36328125
10,1746313021191.3125,-0.9765625,-14.6484375,-27.34375,-58.59375
11,1746313021195.2188,-22.94921875,-10.25390625,-31.73828125,-41.015625
0,1746313021199.125,-3.90625,-9.765625,-48.33984375,-45.8984375
1,1746313021203.0312,-11.23046875,-9.27734375,-42.96875,-67.3828125
2,1746313021206.9375,-20.99609375,-18.06640625,-22.94921875,-45.41015625
3,1746313021210.8438,18.06640625,-27.34375,-27.34375,-44.921875
4,1746313021214.75,-6.8359375,-31.73828125,-41.015625,-55.6640625
5,1746313021218.6562,-24.4140625,-33.203125,-45.8984375,-45.41015625
6,1746313021222.5625,-2.44140625,-26.3671875,-45.8984375,-20.01953125
7,1746313021226.4688,-22.94921875,-31.73828125,-38.0859375,-6.8359375
8,1746313021230.375,-37.109375,-36.1328125,-33.69140625,-13.18359375
9,1746313021234.2812,-27.83203125,-32.2265625,-24.90234375,-57.6171875
10,1746313021238.1875,-33.203125,-40.0390625,-32.2265625,-66.40625
11,1746313021242.0938,-20.01953125,-47.8515625,-47.8515625,-55.6640625
0,1746313021246,-5.859375,-47.36328125,-43.45703125,-85.44921875
1,1746313021249.9062,8.7890625,-50.78125,-36.62109375,-45.8984375
2,1746313021253.8125,-26.85546875,-40.0390625,-24.90234375,-12.20703125
3,1746313021257.7188,-50.78125,-29.296875,-26.85546875,-56.640625
4,1746313021261.625,-18.5546875,-38.57421875,-49.8046875,-72.75390625
5,1746313021265.5312,-6.34765625,-43.45703125,-48.33984375,-74.21875
6,1746313021269.4375,-0.48828125,-36.62109375,-41.50390625,-55.17578125
7,1746313021273.3438,-13.18359375,-34.66796875,-56.640625,-45.8984375
8,1746313021277.25,-24.90234375,-32.2265625,-33.203125,-51.26953125
9,1746313021281.1562,-34.1796875,-43.45703125,2.44140625,-51.26953125
10,1746313021285.0625,-14.6484375,-48.33984375,-16.6015625,-31.25
11,1746313021288.9688,-11.71875,-31.25,-41.9921875,-15.625
0,1746313021292.875,8.7890625,-26.3671875,-42.96875,-44.921875
1,1746313021296.7812,20.5078125,-26.3671875,-41.50390625,-70.3125
2,1746313021300.6875,-22.94921875,-25.87890625,-39.55078125,-71.77734375
3,1746313021304.5938,-22.4609375,-30.76171875,-46.875,-50.78125
4,1746313021308.5,-26.3671875,-33.69140625,-46.38671875,-35.15625
5,1746313021312.4062,-47.8515625,-34.66796875,-31.73828125,-41.50390625
6,1746313021316.3125,-56.640625,-30.2734375,-33.69140625,-58.10546875
7,1746313021320.2188,-32.71484375,-22.94921875,-42.48046875,-59.08203125
8,1746313021324.125,-31.73828125,-25.390625,-41.9921875,-47.36328125
9,1746313021328.0312,-23.92578125,-39.0625,-37.59765625,-40.0390625
10,1746313021331.9375,0.9765625,-37.109375,-36.62109375,-55.6640625
11,1746313021335.8438,-31.25,-26.85546875,-25.390625,-59.08203125
0,1746313021339.75,9.765625,-27.83203125,-34.1796875,-34.66796875
1,1746313021343.6562,39.55078125,-26.85546875,-60.546875,-47.36328125
2,1746313021347.5625,-13.18359375,-28.3203125,-42.96875,-50.78125
3,1746313021351.4688,-33.69140625,-36.1328125,-19.53125,-32.2265625
4,1746313021355.375,-4.8828125,-35.64453125,-17.08984375,-46.38671875
5,1746313021359.2812,4.39453125,-37.59765625,-15.13671875,-63.96484375
6,1746313021363.1875,-24.4140625,-50.29296875,-26.85546875,-61.03515625
7,1746313021367.0938,-51.7578125,-47.8515625,-39.55078125,-44.921875
8,1746313021371,-61.03515625,-40.0390625,-32.71484375,-23.4375
9,1746313021374.9062,-31.73828125,-35.64453125,-33.203125,-47.36328125
10,1746313021378.8125,-18.5546875,-30.2734375,-35.15625,-43.45703125
11,1746313021382.7188,-14.6484375,-36.1328125,-27.83203125,-35.15625
0,1746313021386.625,7.32421875,-37.109375,-32.2265625,-49.31640625
1,1746313021390.5312,-34.66796875,-36.1328125,-28.80859375,-41.50390625
2,1746313021394.4375,-8.7890625,-34.66796875,-35.15625,-47.8515625
3,1746313021398.3438,22.4609375,-31.73828125,-38.57421875,-57.6171875
4,1746313021402.25,-44.921875,-33.203125,-37.59765625,-56.15234375
5,1746313021406.1562,-33.203125,-28.80859375,-35.15625,-36.62109375
6,1746313021410.0625,-1.46484375,-33.69140625,-36.1328125,-37.109375
7,1746313021413.9688,4.8828125,-50.78125,-38.0859375,-41.50390625
8,1746313021417.875,30.76171875,-43.45703125,-29.296875,-26.3671875
9,1746313021421.7812,44.43359375,-21.97265625,-39.0625,-41.015625
10,1746313021425.6875,-77.1484375,-27.34375,-32.71484375,-63.4765625
11,1746313021429.5938,-89.84375,-35.64453125,-20.01953125,-79.1015625
0,1746313021433.5,-33.69140625,-26.85546875,-25.87890625,-80.078125
1,1746313021437.4062,-57.6171875,-26.85546875,-33.69140625,-88.37890625
2,1746313021441.3125,-20.01953125,-25.87890625,-42.96875,-99.609375
3,1746313021445.2188,-20.01953125,-15.13671875,-48.33984375,-67.3828125
4,1746313021449.125,-90.8203125,-22.94921875,-54.6875,-65.4296875
